,url,headline,is_paid,date_published,channel,original_headline,newspaper,corona_score,vaccine
159,https://www.spiegel.de/politik/ausland/joe-biden-setzt-neues-impfziel-200-millionen-impfdosen-bis-zum-100-tag-im-amt-a-03e5d06a-abd7-424a-98d2-53258d5d774e,coronapandemie usa 200 millionen dosen ende april biden peilen neu impfziel,False,2021-03-25,Politik,Coronapandemie in den USA 200 Millionen Dosen bis Ende April   Biden peilt neues Impfziel an,Der Spiegel,0.8181818181818182,n/a
161,https://www.spiegel.de/politik/ausland/corona-in-kenia-60-euro-fuer-eine-impfung-4-500-euro-fuer-ein-intensivbett-a-760c9194-26c8-4fcb-afff-ff6a07707774,dritt coronawelle kenia 60 euro impfung 4500 euro intensivbett,False,2021-03-25,Politik,Dritte Coronawelle in Kenia 60 Euro für eine Impfung 4500 Euro für ein Intensivbett,Der Spiegel,1.0,n/a
162,https://www.spiegel.de/wirtschaft/nach-corona-einbruch-auf-erholungskurs-us-wirtschaft-waechst-arbeitslosenantraege-sinken-a-69adc1ba-b121-4436-bb3b-df578cc64cdd,erholungskurs us wirtschaft wachsen arbeitslosenanträge sinken,False,2021-03-25,Wirtschaft,Auf Erholungskurs US Wirtschaft wächst Arbeitslosenanträge sinken,Der Spiegel,0.6666666666666666,n/a
164,https://www.spiegel.de/politik/ausland/joe-biden-erste-pressekonferenz-des-neuen-us-praesidenten-livestream-a-ad9b7510-7117-4b38-a1b8-1dd4acbeb107,erste formell pressekonferenz präsident biden geben ehrgeizige ziele bekennen,False,2021-03-25,Politik,Erste formelle Pressekonferenz Präsident Biden gibt ehrgeizige Ziele bekannt,Der Spiegel,0.7777777777777778,n/a
165,https://www.spiegel.de/politik/deutschland/carsten-linnemann-kritisiert-angela-merkel-wir-muessen-die-kanzlerschaft-auf-zwei-wahlperioden-begrenzen-a-28d91a33-4d0d-44cc-a3ad-8a0cdced0721,merkel kritik cdu müssen kanzlerschaft zwei wahlperioden begrenzen,False,2021-03-25,Politik,Merkel Kritik in der CDU Wir müssen die Kanzlerschaft auf zwei Wahlperioden begrenzen,Der Spiegel,1.0,n/a
167,https://www.spiegel.de/politik/deutschland/corona-welche-perspektiven-haben-kultur-und-gastronomie-podcast-a-c1e4be28-ebce-4f3f-ac44-b044f14b1526,stimmenfang politik podcast frischen testen theater restaurant dauer shutdown,False,2021-03-25,Politik,Stimmenfang   Der Politik Podcast Frisch getestet ins Theater oder Restaurant   ein Weg aus dem Dauer Shutdown,Der Spiegel,0.7777777777777778,n/a
168,https://www.spiegel.de/wirtschaft/service/statistisches-bundesamt-zum-alkoholkonsum-in-der-coronakrise-weniger-getrunken-mehr-geraucht-a-b17a299f-57f9-4bcf-b31a-8cc2feac1fa6,statistisch bundesamt alkoholkonsum wenig trinken mehr rauchen,False,2021-03-25,Wirtschaft,Statistisches Bundesamt zum Alkoholkonsum Weniger getrunken mehr geraucht,Der Spiegel,0.7142857142857143,n/a
170,https://www.spiegel.de/politik/ausland/libyen-heiko-maas-sichert-einheitsregierung-bei-besuch-in-tripolis-unterstuetzung-zu-a-780fd781-840b-4e3a-bff0-a369c689abf1,besuch tripolis maas sichern libyscher einheitsregierung unterstützung,False,2021-03-25,Politik,Besuch in Tripolis Maas sichert libyscher Einheitsregierung Unterstützung zu,Der Spiegel,0.5714285714285714,n/a
173,https://www.spiegel.de/kultur/richard-david-precht-will-neuen-pflichtdienst-corona-leugner-arbeiten-selten-auf-intensivstationen-a-6a9694f6-d0c9-4c69-a3da-b8361b4f5cea,philosoph richard david precht fordern neu pflichtdienst coronaleugner arbeiten selten intensivstationen,False,2021-03-25,Kultur,Philosoph Richard David Precht fordert neuen Pflichtdienst Coronaleugner arbeiten selten auf Intensivstationen,Der Spiegel,0.5454545454545454,n/a
175,https://www.spiegel.de/wirtschaft/unternehmen/philips-verkauft-haushalts-sparte-an-fonds-aus-hongkong-a-7ed6f2ca-b1f2-4a24-95b7-a362c36d8724,milliardendeal philips verkaufen haushalts sparen fonds hongkong,False,2021-03-25,Wirtschaft,Milliardendeal Philips verkauft Haushalts Sparte an Fonds aus Hongkong,Der Spiegel,0.5714285714285714,n/a
176,https://www.spiegel.de/wissenschaft/mensch/australien-schon-wieder-klimakrise-in-down-under-a-a8d99ebe-8ec9-4f17-a8ac-7bc4af2fe8a8,spiegel klimabericht schon klimakrise australien,False,2021-03-25,Wissenschaft,SPIEGEL Klimabericht Schon wieder Klimakrise in Australien,Der Spiegel,0.8,n/a
177,https://www.spiegel.de/politik/ausland/eu-sanktionen-gegen-china-koennten-zum-bumerang-werden-a-dff1470f-3d1e-4b7a-b30a-c26fed8917dd,reaktion menschenrechtsverletzungen sanktionen china bumerang,False,2021-03-25,Politik,Reaktion auf Menschenrechtsverletzungen Die Sanktionen gegen China können zum Bumerang werden,Der Spiegel,0.6,n/a
178,https://www.spiegel.de/panorama/justiz/berlin-unfall-mit-vier-toten-staatsanwaltschaft-erhebt-anklage-gegen-fahrer-a-f702d21a-eb27-47d0-9994-10a0e0bced1d,unfall vier tot berlin staatsanwaltschaft erheben anklagen suv fahrer,False,2021-03-25,Panorama,Unfall mit vier Toten in Berlin Staatsanwaltschaft erhebt Anklage gegen SUV Fahrer,Der Spiegel,0.8888888888888888,n/a
180,https://www.spiegel.de/panorama/justiz/attila-hildmann-haelt-sich-laut-berliner-staatsanwaltschaft-in-der-tuerkei-auf-a-f9e52b1b-ac7e-4116-ad56-dbce207f3612,per haftbefehl suchen attila hildmann halten laut berliner staatsanwaltschaft türkei,False,2021-03-25,Panorama,Per Haftbefehl gesucht Attila Hildmann hält sich laut Berliner Staatsanwaltschaft in der Türkei auf,Der Spiegel,0.8,n/a
181,https://www.spiegel.de/kultur/tv/sesamstrasse-gegen-rassismus-schwarze-puppen-erklaeren-den-unterschied-der-hautfarben-a-5879370e-82b6-4959-a84d-9c6a9abb7e0e,sesamstraße rassismus schwarze puppen erklären unterscheiden hautfarben,False,2021-03-25,Kultur,Sesamstraße gegen Rassismus Schwarze Puppen erklären den Unterschied der Hautfarben,Der Spiegel,0.5714285714285714,n/a
184,https://www.spiegel.de/reise/testpflicht-fuer-reiserueckkehrer-was-die-branche-davon-haelt-a-324fdcaf-a0ac-4df7-b1f0-630d316c7e62,testpflicht reiserückkehrer mund urlauber,False,2021-03-25,Reise,Testpflicht für Reiserückkehrer Mund auf Urlauber,Der Spiegel,0.75,n/a
186,https://www.spiegel.de/politik/ausland/corona-pandemie-robert-koch-institut-will-frankreich-als-hochinzidenzgebiet-einstufen-a-d12c48b2-5cfa-48af-9aaa-6dff3125ee3e,hoch corona fallzahlen rki frankreich hochinzidenzgebiet einstufen,False,2021-03-25,Politik,Hohe Corona Fallzahlen RKI will Frankreich als Hochinzidenzgebiet einstufen,Der Spiegel,1.0,n/a
187,https://www.spiegel.de/wissenschaft/medizin/corona-in-der-schwangerschaft-wie-gefaehrlich-ist-covid-19-fuer-mutter-und-kind-a-4731aceb-a44a-4d72-9828-d32a891641bd,covid 19 schwangerschaft mama anstecken,False,2021-03-25,Wissenschaft,Covid 19 in der Schwangerschaft Wenn sich Mama ansteckt,Der Spiegel,1.0,n/a
188,https://www.spiegel.de/wissenschaft/medizin/corona-daenemark-verlaengert-astrazeneca-impfstopp-um-drei-wochen-a-5a29d2f3-d2eb-4e92-a25c-355649b3efc6,corona dänemark verlängern astrazeneca impfstopp drei wochen,False,2021-03-25,Wissenschaft,Corona Dänemark verlängert AstraZeneca Impfstopp um drei Wochen,Der Spiegel,1.0,n/a
191,https://www.spiegel.de/panorama/leute/britney-spears-will-neuen-dauerhaften-vormund-a-9319efe7-f808-4119-80a6-0136b42bd5ab,antrag gericht britney spears neu dauerhaft vormund,False,2021-03-25,Panorama,Antrag bei Gericht Britney Spears will neuen dauerhaften Vormund,Der Spiegel,0.5714285714285714,n/a
193,https://www.spiegel.de/wirtschaft/unternehmen/corona-insolvenzen-laut-studie-droht-ein-deutlicher-anstieg-a-52fe1ddd-eae6-47d3-9278-3fc9933a57ce,studie coronafolgen deutschland drohen deutlich ansteigen insolvenzen,False,2021-03-25,Wirtschaft,Studie zu Coronafolgen Deutschland droht ein deutlicher Anstieg an Insolvenzen,Der Spiegel,1.0,n/a
194,https://www.spiegel.de/panorama/justiz/moenchengladbach-diabeteskranke-schuelerin-stirbt-auf-klassenfahrt-ermittlungen-gegen-lehrer-eingestellt-a-eb648764-8298-444b-8906-76560dd30ffb,staatsanwaltschaft mönchengladbach diabeteskranke schülerin sterben klassenfahrt ermittlungen lehrer einstellen,False,2021-03-25,Panorama,Staatsanwaltschaft Mönchengladbach Diabeteskranke Schülerin stirbt auf Klassenfahrt   Ermittlungen gegen Lehrer eingestellt,Der Spiegel,0.5555555555555556,n/a
195,https://www.spiegel.de/wissenschaft/natur/europaeischer-gerichtshof-weist-klage-gegen-das-eu-klimapaket-von-2018-ab-a-5c5da2ba-cdf4-41cb-a539-dcfe3a21f7f9,ende spektakulär rechtsstreits europäisch gerichtshof weisen klagen eu klimapaket ab,False,2021-03-25,Wissenschaft,Ende eines spektakulären Rechtsstreits Europäischer Gerichtshof weist Klage gegen EU Klimapaket ab,Der Spiegel,0.6,n/a
198,https://www.spiegel.de/wirtschaft/unternehmen/wirecard-ausschuss-abgeordnete-werfen-finanzministerium-behinderung-bei-der-aufklaerung-vor-a-76321a0f-314d-468b-9655-1e6d7f87f1cf,wirecard untersuchungsausschuss abgeordnet werfen finanzministerium behinderung aufklärung,False,2021-03-25,Wirtschaft,Wirecard Untersuchungsausschuss Abgeordnete werfen Finanzministerium Behinderung bei der Aufklärung vor,Der Spiegel,0.5714285714285714,n/a
200,https://www.spiegel.de/politik/deutschland/testpflicht-oder-reiseverbot-faellt-der-mallorca-urlaub-doch-noch-aus-a-582a2a69-63d6-425f-a580-e0c5325ffd14,testpflicht reiseverbot fällen osterurlaub mallorca,False,2021-03-25,Politik,Testpflicht oder Reiseverbot Fällt der Osterurlaub auf Mallorca doch noch aus,Der Spiegel,0.6,n/a
201,https://www.spiegel.de/politik/deutschland/mark-hauptmann-polizei-durchsucht-buero-von-ex-cdu-abgeordnetem-in-thueringen-a-84d8af73-0f46-4074-a3cd-52486c0430e0,maskenaffäre union polizei durchsuchen büro ex cdu abgeordnet hauptmann,False,2021-03-25,Politik,Maskenaffäre bei der Union Polizei durchsucht Büro des Ex CDU Abgeordneten Hauptmann,Der Spiegel,0.6666666666666666,n/a
202,https://www.spiegel.de/kultur/musik/fusion-festival-soll-2021-stattfinden-mit-pcr-testkonzept-a-119967e5-ed33-4a4a-bc1b-e760bdcd8863,antrag stellen fusion festival 2021 stattfinden pcr testkonzept,False,2021-03-25,Kultur,Antrag gestellt Fusion Festival soll 2021 stattfinden   mit PCR Testkonzept,Der Spiegel,0.625,n/a
203,https://www.spiegel.de/wirtschaft/soziales/corona-krise-schaeden-aus-schwarzarbeit-und-ausbeutung-steigen-kraeftig-an-a-2822d152-fb32-427a-a4f3-a762f671d6c9,hoch millionenschaden schwarzarbeit ausbeutung steigen pandemie kräftigen,False,2021-03-25,Wirtschaft,Hoher Millionenschaden Schwarzarbeit und Ausbeutung steigen in der Pandemie kräftig,Der Spiegel,1.0,n/a
204,https://www.spiegel.de/panorama/justiz/muenchen-heilpraktikerin-muss-kind-nach-krebstod-der-mutter-schmerzensgeld-zahlen-a-3f268403-72f2-4123-8c93-06e8afadd8bc,urteil münchen heilpraktikerin kind krebstod mutter schmerzensgeld zahlen,False,2021-03-25,Panorama,Urteil in München Heilpraktikerin muss Kind nach Krebstod der Mutter Schmerzensgeld zahlen,Der Spiegel,0.625,n/a
205,https://www.spiegel.de/geschichte/kapitaene-erzaehlen-a-949264.html,zwangspause seeleute fangen suezkanal acht jahre,False,2021-03-25,Geschichte,Zwangspause für Seeleute Gefangen im Suezkanal   für acht Jahre,Der Spiegel,0.6666666666666666,n/a
207,https://www.spiegel.de/politik/deutschland/corona-regierungserklaerung-angela-merkel-teilt-gegen-laenderchefs-aus-a-2149d17c-ad07-4635-9ca9-17812f75e953,merkels regierungserklärung,False,2021-03-25,Politik,Merkels Regierungserklärung Man kann nicht nichts machen,Der Spiegel,1.0,n/a
208,https://www.spiegel.de/wirtschaft/bundesentwicklungsminister-mueller-zur-sklaverei-coronapandemie-draengt-hunderttausende-kinder-in-die-kinderarbeit-a-1b9cd3c0-bdfc-4490-9138-fdc23d70067d,bundesentwicklungsminister müller pandemie treiben hunderttausende kinderarbeit,False,2021-03-25,Wirtschaft,Bundesentwicklungsminister Müller Pandemie treibt Hunderttausende in Kinderarbeit,Der Spiegel,1.0,n/a
212,https://www.spiegel.de/wirtschaft/julian-reichelt-muss-macht-bei-bild-kuenftig-teilen-a-00b2dd3d-b812-4686-8e60-1c4c83f0f684,compliance untersuchung julian reichelt machen bild künftig teilen,False,2021-03-25,Wirtschaft,Compliance Untersuchung Julian Reichelt muss Macht bei Bild künftig teilen,Der Spiegel,0.625,n/a
213,https://www.spiegel.de/kultur/tv/nachtschicht-blut-und-eisen-im-zdf-maske-auf-abstand-halten-fresse-polieren-a-7414d579-d64d-4215-a8c4-8563e016cf2c,krimikunst coronazeiten maske abstand halten fresse polieren,False,2021-03-25,Kultur,Krimikunst in Coronazeiten Maske auf Abstand halten Fresse polieren,Der Spiegel,0.5714285714285714,n/a
214,https://www.spiegel.de/politik/ausland/aethiopien-team-von-aerzte-ohne-grenzen-beobachtet-exekutionen-in-tigray-a-38d6ace0-69ad-4e3b-9ea9-43b4540496a9,krieg äthiopien team ärzte grenzen beobachten exekutionen tigray,False,2021-03-25,Politik,Krieg in Äthiopien Team von Ärzte ohne Grenzen beobachtet Exekutionen in Tigray,Der Spiegel,0.625,n/a
215,https://www.spiegel.de/politik/deutschland/coronavirus-testpflicht-fuer-flug-rueckkehrer-koennte-ab-freitag-gelten-a-149824d5-29d3-4552-addb-66bf3e744b7d,debatte mallorca reisen bundesregierung flugrückkehrern coronatests vorschreiben,False,2021-03-25,Politik,Debatte über Mallorca Reisen Bundesregierung will Flugrückkehrern Coronatests vorschreiben,Der Spiegel,0.7142857142857143,n/a
217,https://www.spiegel.de/panorama/deutschland-deutlich-mehr-drogentote-waehrend-corona-pandemie-a-4d181f4a-c6f9-47b3-a8c0-a62ffaf92563,ansteigen 13 prozent deutschland melden 2020 erneut deutlich mehr drogentote,False,2021-03-25,Panorama,Anstieg um 13 Prozent Deutschland meldet 2020 erneut deutlich mehr Drogentote,Der Spiegel,0.9,n/a
221,https://www.spiegel.de/wirtschaft/unternehmen/coronakrise-deutsche-bahn-faehrt-5-7-milliarden-euro-verlust-ein-a-d83c4ffe-fbe0-4e02-8341-19cec56ca7b0,coronakrise deutsch bahn machen 57 milliarden euro verlust,False,2021-03-25,Wirtschaft,Coronakrise Deutsche Bahn macht 57 Milliarden Euro Verlust,Der Spiegel,0.875,n/a
223,https://www.spiegel.de/politik/ausland/gewalt-gegen-frauen-wir-muessen-auch-bei-den-maennern-ansetzen-weil-die-mehrheit-der-taeter-maenner-sind-a-5c735682-7de3-4544-98c2-a99fb90cde97,sexuelle gewalt müssen männern ansetzen mehrheit täter männer,False,2021-03-25,Politik,Gegen sexuelle Gewalt Wir müssen bei den Männern ansetzen weil die Mehrheit der Täter Männer sind,Der Spiegel,0.75,n/a
225,https://www.spiegel.de/wirtschaft/unternehmen/corona-impfstoff-britischer-gesundheitsminister-raeumt-vorzugsbehandlung-durch-astrazeneca-ein-a-c67cb9f1-6097-4d3f-804c-0ed381ca78bd,lieferung coronaimpfstoff britisch gesundheitsminister räumen vorzugsbehandlung astrazeneca,False,2021-03-25,Wirtschaft,Lieferung von Coronaimpfstoff Britischer Gesundheitsminister räumt Vorzugsbehandlung durch AstraZeneca ein,Der Spiegel,1.0,n/a
226,https://www.spiegel.de/politik/ausland/myanmar-militaerjunta-laesst-journalisten-der-nachrichtenagentur-dpa-frei-a-3234e52e-1aa8-45f3-86db-a02fc31a1963,berichterstattung festnehmen militär myanmar lässt dpa journalist frei,False,2021-03-25,Politik,Bei Berichterstattung festgenommen Militär in Myanmar lässt dpa Journalist frei,Der Spiegel,0.625,n/a
228,https://www.spiegel.de/geschichte/tom-jones-neues-album-surrounded-by-time-ohne-musik-waere-ich-verloren-gewesen-a-8c0a4754-9f3c-444c-9db1-b38663849384,popstar tom jones musik sein verlieren,False,2021-03-25,Geschichte,Popstar Tom Jones Ohne Musik wäre ich verloren gewesen,Der Spiegel,0.6666666666666666,n/a
230,https://www.spiegel.de/politik/deutschland/bundestag-angela-merkel-verteidigt-europaeischen-weg-bei-pandemie-bekaempfung-a-54da4b0b-3433-402a-874c-6ff8a9a8988f,regierungserklärung bundestag merkel verteidigen europäisch pandemiebekämpfung,False,2021-03-25,Politik,Regierungserklärung im Bundestag Merkel verteidigt europäischen Weg bei Pandemiebekämpfung,Der Spiegel,1.0,n/a
231,https://www.spiegel.de/wirtschaft/unternehmen/corona-shutdown-folgen-wir-unterschaetzen-den-wirtschaftlichen-schaden-dramatisch-a-b4b0733c-eedb-43ba-8109-ede4037ef76f,ökonom shutdown folgen unterschätzen wirtschaftlich schaden dramatisch,False,2021-03-25,Wirtschaft,Ökonom über Shutdown Folgen Wir unterschätzen den wirtschaftlichen Schaden dramatisch,Der Spiegel,1.0,n/a
232,https://www.spiegel.de/panorama/justiz/usa-virginia-schafft-die-todesstrafe-ab-a-f1d7704c-ba8b-462a-bc2b-595108c142c8,erst früh südstaat us bundesstaat virginia schaffen todesstrafe ab,False,2021-03-25,Panorama,Als erster früherer Südstaat US Bundesstaat Virginia schafft die Todesstrafe ab,Der Spiegel,0.6666666666666666,n/a
233,https://www.spiegel.de/wirtschaft/unternehmen/elternzeit-maenner-beantragen-haeufiger-elterngeld-zumindest-ein-bisschen-a-648913bf-9f6a-4d24-a1fb-7c5d5dd6228a,babypause männer beantragen häufig elterngeld zumindest bisschen,False,2021-03-25,Wirtschaft,Babypause Männer beantragen häufiger Elterngeld   zumindest ein bisschen,Der Spiegel,0.7142857142857143,n/a
237,https://www.spiegel.de/panorama/gesellschaft/corona-impfung-so-gross-ist-der-impfstau-wirklich-a-d658b241-09b5-4590-ad2a-faa6fc6a295a,angeblich impfstau deutschland impfungen stocken laufen,False,2021-03-25,Panorama,Angeblicher Impfstau Wo es in Deutschland bei den Impfungen stockt   und wo es läuft,Der Spiegel,0.8333333333333334,n/a
239,https://www.spiegel.de/politik/deutschland/corona-saarland-beendet-lockdown-nach-ostern-a-84997ad0-0e69-4a9f-adfc-ff6075883c85,öffnungsstrategie saarland beenden shutdown ostern,False,2021-03-25,Politik,Öffnungsstrategie Saarland beendet Shutdown nach Ostern,Der Spiegel,0.8,n/a
240,https://www.spiegel.de/panorama/justiz/berlin-linke-proteste-gegen-raeumung-der-meuterei-kritik-an-der-polizei-a-9abfb6a8-0354-4b2a-acb3-3c3b8241c00c,berlin proteste räumung link szenekneipe kritik polizei,False,2021-03-25,Panorama,Berlin Proteste gegen Räumung einer linken Szenekneipe   Kritik an der Polizei,Der Spiegel,0.7142857142857143,n/a
242,https://www.spiegel.de/politik/deutschland/regierungserklaerung-von-kanzlerin-merkel-a-6c80e02d-0b8e-4670-b689-6fffc14ed070,merkels regierungserklärung sagen kanzlerin parlament,False,2021-03-25,Politik,Merkels Regierungserklärung Das sagte die Kanzlerin im Parlament,Der Spiegel,1.0,n/a
243,https://www.spiegel.de/wirtschaft/service/mietspiegel-auswertung-wo-wohnen-in-deutschland-am-teuersten-ist-a-c606496f-317b-4366-81ee-84c6bc4e0e2c,mietspiegelauswertung wohnen deutschland teuer,False,2021-03-25,Wirtschaft,Mietspiegelauswertung Wo Wohnen in Deutschland am teuersten ist,Der Spiegel,0.75,n/a
244,https://www.spiegel.de/wirtschaft/unternehmen/britische-exporteure-hadern-mit-brexit-regeln-a-4875654b-470b-4c71-ae50-5f621bc5c928,handel eu austreten britische exporteure hadern brexitregeln,False,2021-03-25,Wirtschaft,Handel nach EU Austritt Britische Exporteure hadern mit Brexitregeln,Der Spiegel,0.5714285714285714,n/a
245,https://www.spiegel.de/politik/ausland/europa-und-die-tuerkei-schaut-auf-dieses-land-kommentar-a-44158512-0234-482a-abaa-0582709241c1,europa türkei schauen land,False,2021-03-25,Politik,Europa und die Türkei Schaut auf dieses Land,Der Spiegel,1.0,n/a
247,https://www.spiegel.de/politik/ausland/afghanistan-joe-biden-will-mit-taliban-ueber-verbleib-von-us-truppen-verhandeln-a-081628fe-bfb2-4721-a0ce-90888b583e4e,afghanistan biden taliban verbleib us truppen verhandeln,False,2021-03-25,Politik,Afghanistan Biden will mit Taliban über Verbleib von US Truppen verhandeln,Der Spiegel,0.5714285714285714,n/a
248,https://www.spiegel.de/panorama/justiz/generalbundesanwalt-bezeichnet-rechtsextremismus-als-groesste-bedrohung-a-24798d09-c082-4722-89c3-980224edd686,demokratie deutschland generalbundesanwalt bezeichnen rechtsextremismus groß bedrohung,False,2021-03-25,Panorama,Demokratie in Deutschland Generalbundesanwalt bezeichnet Rechtsextremismus als größte Bedrohung,Der Spiegel,0.7142857142857143,n/a
